,comment,username,time,like
157,"战争是否是人类身上抹不去的那道诅咒?
和平是千百年来人类倾尽心血而做成的诗篇。它用信仰和虔诚做基调，用血肉和苦泪做注脚，用心愿和向往来吟诵，每个人都是它的文字。如今，战火却将它扔进焚坑里，那些历史辉煌、人文璀璨、古迹遗产都随它一起被烧成灰烬。然后数不清的尸骨再将这些坟坑填满，等秋风吹起萧瑟凄冷的号角，一齐腐草为萤。就这样，那些痛苦和惊魂变成尘土，将坑洼的大地整齐，再也看不出异端。就如同今天这一般，忘掉了曾经......",林泉静默,2023-10-14 19:39,15.0
158,刚从学校放出来，世界不太太平啊,星辰寒鴉,2023-10-14 19:00,14.0
159,这个时候就需要一个分歧终端机,这招对我没用,2023-10-09 15:43,7.0
160,"很多人巴勒斯坦,巴基斯坦分不清,真的绷不住了.",手柄战士,2023-10-18 05:44,9.0
161,@阿比煜 补课ing,粤粤歌,2023-10-15 14:07,1.0
162,俄乌战争为什么打我至今还不知道呢,小番茄的奇妙,2023-10-16 18:48,3.0
164,"想起艾跃进老师了
",bbxbbx7075,2023-10-10 12:42,1.0
166,可是我看到的是百姓的悲剧他们真的好可怜，总在网上刷到躲也躲不掉,跟我苟脚你就是对的,2023-10-19 18:47,3.0
167,战争开始，受难的永远是人民,Ayoungbigot,2023-10-14 13:00,4.0
168,我的评价是相当于拜占庭帝国和希腊，土耳其之间的关系，希腊打进君士坦丁堡，在凯末尔看来是侵略他国领土的帝国主义行径,宕个不停,2023-10-10 22:26,3.0
169,我一直以为巴勒斯坦是我们的巴铁,风析带师,2023-10-14 21:44,1.0
170,落后就要挨打，只适用于结果，而非原因,睡觉是世界第一重要,2023-10-22 16:45,1.0
171,根本原因还是霸权主义，意识形态的问题。,游乐羌子,2023-10-21 19:32,4.0
173,我预测，这几年一定会发生不少大事。自从2021年众多能进历史课本的人物去世，我就知道要发生大事了，然后进入新时代,富士山下不吐不快,2023-10-20 22:28,1.0
174,好清晰,W_飛,2023-10-14 18:38,1.0
178,巴以真的是基本没停过，从战后打到现在,EXPOSH2010,2023-10-15 00:20,2.0
179,"置顶有需要的小伙伴，可以支持一下！点击链接即可购买，买过一次就知道，有品质的生活不需要那么贵
马登工装−宽松纯棉T桖打底衫 
马登工装-复古半拉链卫衣 
马登工装-雪尼尔毛衣 
马登工装-聪明裤",燕三嘤嘤嘤,2023-10-22 12:09,1079.0
180,"燕王写文案是不是像吃饭喝水一样，
轻轻松松信手拈来啊
这更新速度太可怕了",深圳科技哇,2023-10-22 16:20,523.0
181,我在想如果这时候半岛再出点状况，然后台海再稍微有点摩擦。。。,bili_1017710659,2023-10-23 21:51,575.0
182,春季准备—夏季反攻—秋季防御—冬季（）,枫林露珠,2023-10-22 12:46,406.0
183,来晚了呀，我都吃完饭下楼遛弯了…现在看脆脆鲨大学生太脆了，得每天晒晒太阳了,郁菡尝试,2023-10-22 12:09,49.0
184,燕三，B站第一位充电的up主就是你了，这么勤奋，我们这些知识受益者应该支持。肝也要注意身体哦。,龙风伯爵,2023-10-22 13:08,46.0
185,他还是那么喜欢军绿色，就是没想到上身换成黑色了，小泽为什么对这个颜色如此痴迷。我真的好奇巴以还会升级吗，感觉应该不会升级了吧，也不知道是好是坏。,这一发金光闪闪,2023-10-22 16:51,339.0
186,因为有人发出耀眼的光芒，司机再也不是万众瞩目的团宠了,国产氢武器,2023-10-22 18:04,148.0
187,小泽没粮了,乘风葡萄,2023-10-22 12:03,113.0
188,呜呼哀哉，王既得米，应以更新下慰民心，民必欢悦而币陛下也,陈叔叔快乐屋,2023-10-22 12:26,914.0
189,那段简直是给巴勒斯坦量身定制的（小声：虽然我感觉代入kang日zhanzheng也不错，小日子最近不是还在排水吗？）燕王太有才了，更新速度还快，下一个百大预定,艾莉丝西尔维娅_小酒,2023-10-22 13:25,205.0
190,"果然随着双十一开启，各个摆烂精都勤快起来了
甲方爸爸威武霸气",深海章鱼烧烤,2023-10-22 12:35,2287.0
191,"内塔尼亚胡：人死了钱没花了
泽连斯基：人活着呢钱没了",潜艇滚出战舰世界,2023-10-22 12:09,2741.0
192,以前跟我提小泽，我第一反应是玛利亚，现在是泽连斯基。,晴空号大冒险,2023-10-22 13:38,2312.0
193,巴以这种情况不能叫相争吧？两方为了争夺同样本不属于自己的东西才叫相争,huang一白,2023-10-22 18:44,42.0
194,同志们，这个up的这种精神状态持续多久了？,但丁大叔和大婶,2023-10-22 12:28,426.0
195,我忽然发现其他国家领导人都是西装革履的  就小泽休闲得很啊,给大佬递手帕,2023-10-22 18:29,1232.0
196,泽连斯基哪是“酋长”，明明是“球长”，“地球球长”！,D9TWE3,2023-10-22 12:31,300.0
197,过了冬天再打，等天然气不用了再打，这个冬天，小泽你就受点苦,背景之下不养闲人,2023-10-22 18:29,182.0
198,"小泽：公若不弃，泽愿拜为义父，赴汤蹈火，在所不辞！
小泽：义父？
拜登：我亲儿子出事了",玖静儿,2023-10-22 23:37,71.0
199,燕王太有才了，每次整的活都让我眼前一黑,白凌Kasa,2023-10-22 13:53,101.0
200,"置顶有需要的小伙伴，可以支持一下！点击链接即可购买，买过一次就知道，有品质的生活不需要那么贵
马登工装−宽松纯棉T桖打底衫 
马登工装-复古半拉链卫衣 
马登工装-雪尼尔毛衣 
马登工装-聪明裤",燕三嘤嘤嘤,2023-10-22 12:09,1079.0
201,"燕王写文案是不是像吃饭喝水一样，
轻轻松松信手拈来啊
这更新速度太可怕了",深圳科技哇,2023-10-22 16:20,523.0
202,我在想如果这时候半岛再出点状况，然后台海再稍微有点摩擦。。。,bili_1017710659,2023-10-23 21:51,575.0
203,春季准备—夏季反攻—秋季防御—冬季（）,枫林露珠,2023-10-22 12:46,406.0
204,来晚了呀，我都吃完饭下楼遛弯了…现在看脆脆鲨大学生太脆了，得每天晒晒太阳了,郁菡尝试,2023-10-22 12:09,49.0
205,燕三，B站第一位充电的up主就是你了，这么勤奋，我们这些知识受益者应该支持。肝也要注意身体哦。,龙风伯爵,2023-10-22 13:08,46.0
206,他还是那么喜欢军绿色，就是没想到上身换成黑色了，小泽为什么对这个颜色如此痴迷。我真的好奇巴以还会升级吗，感觉应该不会升级了吧，也不知道是好是坏。,这一发金光闪闪,2023-10-22 16:51,339.0
207,因为有人发出耀眼的光芒，司机再也不是万众瞩目的团宠了,国产氢武器,2023-10-22 18:04,148.0
208,小泽没粮了,乘风葡萄,2023-10-22 12:03,113.0
209,呜呼哀哉，王既得米，应以更新下慰民心，民必欢悦而币陛下也,陈叔叔快乐屋,2023-10-22 12:26,914.0
210,那段简直是给巴勒斯坦量身定制的（小声：虽然我感觉代入kang日zhanzheng也不错，小日子最近不是还在排水吗？）燕王太有才了，更新速度还快，下一个百大预定,艾莉丝西尔维娅_小酒,2023-10-22 13:25,205.0
211,"果然随着双十一开启，各个摆烂精都勤快起来了
甲方爸爸威武霸气",深海章鱼烧烤,2023-10-22 12:35,2287.0
212,"内塔尼亚胡：人死了钱没花了
泽连斯基：人活着呢钱没了",潜艇滚出战舰世界,2023-10-22 12:09,2741.0
213,以前跟我提小泽，我第一反应是玛利亚，现在是泽连斯基。,晴空号大冒险,2023-10-22 13:38,2312.0
214,巴以这种情况不能叫相争吧？两方为了争夺同样本不属于自己的东西才叫相争,huang一白,2023-10-22 18:44,42.0
215,同志们，这个up的这种精神状态持续多久了？,但丁大叔和大婶,2023-10-22 12:28,426.0
216,我忽然发现其他国家领导人都是西装革履的  就小泽休闲得很啊,给大佬递手帕,2023-10-22 18:29,1232.0
217,泽连斯基哪是“酋长”，明明是“球长”，“地球球长”！,D9TWE3,2023-10-22 12:31,300.0
218,过了冬天再打，等天然气不用了再打，这个冬天，小泽你就受点苦,背景之下不养闲人,2023-10-22 18:29,182.0
219,"小泽：公若不弃，泽愿拜为义父，赴汤蹈火，在所不辞！
小泽：义父？
拜登：我亲儿子出事了",玖静儿,2023-10-22 23:37,71.0
220,燕王太有才了，每次整的活都让我眼前一黑,白凌Kasa,2023-10-22 13:53,101.0
221,"燕王写文案是不是像吃饭喝水一样，
轻轻松松信手拈来啊
这更新速度太可怕了",VUP单推协会-皮蛋,2023-10-22 13:03,281.0
222,"每一天，每一天！
我每一天都在思考🤔
早上吃什么？
中午吃什么？
晚上吃什么？
宵夜吃点啥？
宵夜喝几瓶？
宵夜烤羊、烤牛还是烤海鲜？",亦尸亦友,2023-10-22 12:26,828.0
223,小泽作为一个演员，专业能力无疑是合格的，就是服化不行，什么场合都是一身休闲装，显得他很轻松，一点都不着急。这样怎么拉赞助？,我辈便是蓬蒿人,2023-10-22 18:06,729.0
224,我在想如果这时候半岛再出点状况，然后台海再稍微有点摩擦。。。,优柔的水爷,2023-10-22 21:30,41.0
225,黑海海峡有个《蒙特勒海峡公约》，不准过航空母舰和一万吨以上的战列舰，这就是为什么前苏联把自己航母归类为为载机巡洋舰，而俄罗斯恢复为航空母舰。,contDecemb,2023-10-22 16:02,16.0
226,小泽就一消费老板，进度本打两个boss快没钱了，得，估计快被踢出本了,精神乌贼关爱中心,2023-10-22 12:02,441.0
227,鹰  现在三线作战  估计顶不住了 ,-姚娜,2023-10-23 14:05,11.0
228,但是鹅军还是没有实质进展，感觉鹅军也只能保住那一亩三分地，双方都没制空权，一进攻就损失惨重,咸鱼王小辛,2023-10-23 16:11,4.0
229,凌晨3000+，这么多人陪我上夜班,滴水鸡,2023-10-23 00:12,26.0
230,这几个小子的眼神和哈马斯的一比真的是，哈马斯充满坚毅，这几个小子充满迷茫,丶张佳博,2023-10-22 14:55,26.0
231,"笔记
透过问题看本质了属于是",再挺挺马上周末啦,2023-10-24,2.0
232,让死亡觊觎我，让恐惧亲吻我。来摧毁我深爱的一切，可仍夺不走我的选择。弹指间湮灭我，但命运打不败活着。让生命如剧烈的烟火，璀璨熄灭前也将点亮，孩童的双眸,柏林防空为我火力全开,2023-10-22 22:40,13.0
233,因为有人发出耀眼的光芒，司机再也不是万众瞩目的团宠了,广东科技有县公司,2023-10-23 13:55,319.0
234,隔壁小约翰报仇雪恨般鸽，以后币给燕三了,风19930104,2023-10-22 16:14,18.0
235,小泽等高位的财富在过去一年里可是翻了倍的增长啊,霜天晓月,2023-10-23 17:46,3.0
236,燕王勤政啊！,寒三玖中,2023-10-22 12:03,9.0
237,我现在就看俩人 一个麻薯 一个燕三,l南山大王,2023-10-22 15:32,9.0
238,后面那段写得真好,青心争士,2023-10-22 12:38,2.0
239,泽连斯基：爹！不要把原本要给我的钱转给爷爷啊！！！,朝华思慧LHQ,2023-10-23 17:25,10.0
240,我真想看看如果小泽挺巴了，乌友和鹅友要分别怎么解构,换个泡,2023-10-22 23:49,2.0
241,"置顶本期视频，我们就只聊这次巴以冲突的国际分析，陪大家一起看相关利益各方的潜在目的。

因为我写完拍摄完，视频制作需要时间，我们预计会在下周六更新以色列的国别研究：话题涉及锡安主义者建国历史，以色列宣传泡沫，巴勒斯坦地区冲突以色列一侧的相关信息，以及政治经济社会等问题，当今以色列社会矛盾，以色列右派政府如何把以色列打造成一个军国主义国家等话题。欢迎点击预约。

我看到一些朋友有一些情绪，可能是期待看到我带有立场进行评价，对于国际新闻，我的立场就是支持中国政府的立场。但是我们这个频道的一直专注于国际关系的情",小王Albert,2023-10-13 23:06,9546.0
242,以色列的节水农业神话好像早就破了，现在以色列的粮食基本依赖进口。,飞花莞雪,2023-10-13 21:24,14045.0
243,讲得挺中肯的，很赞同小王的一个观点，就是巴勒斯坦建国对以色列也是一个解放。毕竟在现在这个社会，以色列想搞种族灭绝把巴勒斯坦从地球上抹去是几乎不可能的。而它越是把巴勒斯坦往绝路上逼，哈马斯这样的组织就会春风吹又生。最后可能直接就走极端了，让以色列也不得安宁。当然朴素的个人情感层面，希望这次以色列吃个大瘪，能让它极端右翼的情绪灭一灭。也让美国无法在这个事件里完全按自己的利益去推。,leavesfish,2023-10-13 21:33,8570.0
